DAY_KEY,CUSTOMER_KEY,ORDER_ID,PRODUCT_KEY,QUANTITY_ORDERED,ORDER_DOLLARS,ORDER_COST
3,272,127396,66,1,79.44,76.26
3,272,127396,56,1,1.1,0.93
3,272,127396,75,2,496.36,461.6
3,272,127396,45,1,6.84,4.99
3,272,127396,67,1,174.04,154.89
3,272,127396,59,5,382.25,363.1
3,272,127396,20,1,50.09,37.56
3,272,127396,2,1,71.16,64.04
3,272,127396,50,3,631.2,492.33
3,323,127755,51,2,3.18,2.98
3,323,127755,48,4,5.04,4.48
3,323,127755,18,1,2.94,2.67
3,323,127755,80,1,140.53,129.28
3,323,127755,10,2,105.54,74.92
3,323,127755,77,1,18.35,16.33
3,323,127755,37,2,10.82,8.86
3,323,127755,5,5,897.6,771.9
3,323,127755,6,1,50.32,46.79
3,323,127755,2,3,213.48,192.12
3,323,127755,26,2,137.72,125.32
3,323,127755,4,2,4.8,3.64
4,294,127777,4,2,4.8,3.64
4,294,127777,35,2,271.72,222.8
4,294,127777,46,2,2.16,2
4,294,127777,72,5,216.4,203.4
4,294,127777,25,2,261.2,211.56
4,294,127777,27,1,31.81,26.08
4,294,127777,77,3,55.05,48.99
4,294,127777,73,1,114.87,99.93
4,294,127777,60,4,292.4,280.68
4,294,127777,66,2,158.88,152.52
4,294,127777,49,2,15.2,11.54
4,294,127777,71,1,15.06,11.14
4,294,127777,64,4,736.32,559.6
4,294,127777,56,2,2.2,1.86
4,354,128376,73,3,344.61,299.79
4,354,128376,59,1,76.45,72.62
4,354,128376,13,2,98.22,83.48
4,354,128376,9,2,2.38,2.08
4,354,128376,20,1,50.09,37.56
4,251,128802,43,2,10.7,9.72
4,251,128802,67,1,174.04,154.89
4,251,128802,4,1,2.4,1.82
4,251,128802,54,2,80.3,63.42
4,251,128802,13,3,147.33,125.22
4,251,128802,55,3,12.54,11.91
4,251,128802,32,1,1.57,1.49
4,227,129125,81,1,10.96,9.75
4,227,129125,13,3,147.33,125.22
4,227,129125,8,5,992.15,823.45
4,227,129125,26,1,68.86,62.66
4,227,129125,17,2,63.92,54.96
4,227,129125,21,1,13.13,12.73
4,227,129125,79,1,242.9,191.89
4,227,129125,69,1,4.61,3.91
4,227,129125,27,1,31.81,26.08
4,227,129125,4,1,2.4,1.82
4,227,129125,58,3,224.22,177.12
4,227,129125,46,2,2.16,2
4,227,129125,31,1,3.37,2.69
4,227,129125,20,1,50.09,37.56
4,227,129125,22,1,3.57,3.28
4,227,129125,14,1,245.41,220.86
4,227,129125,12,1,1.75,1.48
4,227,129125,73,3,344.61,299.79
4,181,129737,21,3,39.39,38.19
4,181,129737,44,1,18.91,15.12
4,181,129737,3,1,21.55,15.94
4,181,129737,43,1,5.35,4.86
4,181,129737,27,3,95.43,78.24
4,181,129737,52,3,49.77,43.77
4,181,129737,13,1,49.11,41.74
4,181,129737,55,1,4.18,3.97
4,190,130519,55,3,12.54,11.91
4,190,130519,42,2,74.02,51.8
4,190,130519,34,2,62.92,46.56
4,190,130519,69,1,4.61,3.91
4,190,130519,31,1,3.37,2.69
4,190,130519,16,1,60.83,51.09
4,190,130519,68,1,96.7,81.22
4,190,130519,56,2,2.2,1.86
4,190,130519,27,3,95.43,78.24
4,190,130519,48,2,2.52,2.24
4,190,130519,40,4,127.24,96.68
4,190,130519,5,3,538.56,463.14
4,190,130519,35,1,135.86,111.4
4,190,130519,57,1,10.65,9.47
4,190,130519,17,1,31.96,27.48
4,190,130519,44,1,18.91,15.12
4,10,131015,32,1,1.57,1.49
4,10,131015,25,2,261.2,211.56
4,10,131015,21,1,13.13,12.73
4,10,131015,73,1,114.87,99.93
4,10,131015,48,3,3.78,3.36
4,10,131015,61,2,2.18,1.66
4,10,131015,64,2,368.16,279.8
4,10,131015,36,2,85.4,64.9
4,10,131015,60,1,73.1,70.17
4,10,131015,2,2,142.32,128.08
4,10,131015,18,4,11.76,10.68
4,10,131015,12,3,5.25,4.44
4,10,131015,43,2,10.7,9.72
4,10,131015,82,1,10.96,9.75
4,10,131015,53,3,146.88,142.47
4,10,131015,37,4,21.64,17.72
4,10,131015,52,1,16.59,14.59
4,10,131015,38,5,6.3,5.25
4,10,131015,5,1,179.52,154.38
4,10,131015,47,1,21.22,17.18
4,10,131015,31,3,10.11,8.07
4,10,131015,35,1,135.86,111.4
4,10,131015,29,1,3.06,2.14
4,92,131100,47,3,63.66,51.54
4,92,131100,9,1,1.19,1.04
4,92,131100,37,1,5.41,4.43
4,92,131100,44,1,18.91,15.12
4,92,131100,66,2,158.88,152.52
4,59,131963,11,2,19.38,14.34
4,59,131963,53,1,48.96,47.49
4,59,131963,64,3,552.24,419.7
4,59,131963,59,3,229.35,217.86
4,59,131963,38,1,1.26,1.05
4,59,131963,54,1,40.15,31.71
4,59,131963,41,1,11.88,9.26
4,59,131963,73,1,114.87,99.93
4,59,131963,57,1,10.65,9.47
4,59,131963,16,2,121.66,102.18
4,59,131963,42,1,37.01,25.9
4,256,132049,3,2,43.1,31.88
4,256,132049,80,2,281.06,258.56
4,256,132049,50,1,210.4,164.11
4,256,132049,19,1,79.85,57.49
4,256,132049,21,5,65.65,63.65
4,256,132049,13,3,147.33,125.22
4,256,132049,62,4,15.96,14.84
5,46,133019,71,1,15.06,11.14
5,46,133019,61,1,1.09,0.83
5,46,133019,35,2,271.72,222.8
5,46,133019,40,1,31.81,24.17
5,46,133019,54,1,40.15,31.71
5,46,133019,65,1,4.57,3.56
5,46,133019,21,2,26.26,25.46
5,46,133019,24,2,37.26,35.76
5,46,133019,7,1,36.64,30.41
5,46,133019,25,5,653,528.9
5,46,133019,59,4,305.8,290.48
5,46,133019,67,3,522.12,464.67
5,46,133019,53,2,97.92,94.98
5,46,133019,28,2,26.72,19.76
5,46,133019,77,2,36.7,32.66
5,46,133019,34,3,94.38,69.84
5,46,133019,82,3,32.88,29.25
5,46,133019,74,5,16.8,15.6
5,46,133019,49,1,7.6,5.77
5,46,133019,63,1,17.36,15.62
5,46,133019,60,1,73.1,70.17
5,46,133019,43,5,26.75,24.3
6,327,133981,80,2,281.06,258.56
6,327,133981,28,1,13.36,9.88
6,327,133981,32,3,4.71,4.47
6,327,133981,9,1,1.19,1.04
6,327,133981,1,4,394,386.12
6,327,133981,52,2,33.18,29.18
6,327,133981,31,1,3.37,2.69
6,327,133981,4,2,4.8,3.64
6,47,134862,53,4,195.84,189.96
6,47,134862,68,1,96.7,81.22
6,47,134862,57,1,10.65,9.47
6,47,134862,76,1,55.8,40.17
6,47,134862,75,3,744.54,692.4
6,47,134862,39,2,4,3.88
6,47,134862,67,1,174.04,154.89
6,47,134862,54,2,80.3,63.42
6,47,134862,6,1,50.32,46.79
6,47,134862,8,3,595.29,494.07
6,47,134862,74,1,3.36,3.12
6,47,134862,30,1,106.99,75.96
6,47,134862,44,3,56.73,45.36
6,47,134862,65,1,4.57,3.56
6,47,134862,41,1,11.88,9.26
6,47,134862,35,1,135.86,111.4
6,47,134862,78,3,658.35,487.17
6,47,134862,27,4,127.24,104.32
6,47,134862,60,3,219.3,210.51
6,47,134862,81,1,10.96,9.75
6,276,135095,38,3,3.78,3.15
6,276,135095,57,1,10.65,9.47
6,276,135095,81,1,10.96,9.75
6,276,135095,21,4,52.52,50.92
6,276,135095,20,1,50.09,37.56
6,276,135095,6,1,50.32,46.79
6,276,135095,70,1,2.39,2.15
6,276,135095,15,4,93.48,91.6
6,276,135095,11,1,9.69,7.17
6,276,135095,31,4,13.48,10.76
6,276,135095,17,1,31.96,27.48
6,276,135095,27,4,127.24,104.32
6,276,135095,43,3,16.05,14.58
6,276,135095,59,3,229.35,217.86
6,276,135095,16,4,243.32,204.36
6,276,135095,65,1,4.57,3.56
6,276,135095,56,4,4.4,3.72
6,276,135095,4,2,4.8,3.64
6,276,135095,73,2,229.74,199.86
6,276,135095,34,1,31.46,23.28
6,86,135255,38,1,1.26,1.05
6,350,135741,76,2,111.6,80.34
6,350,135741,55,1,4.18,3.97
6,350,135741,5,2,359.04,308.76
6,350,135741,26,1,68.86,62.66
6,350,135741,38,1,1.26,1.05
6,350,135741,21,1,13.13,12.73
6,350,135741,66,3,238.32,228.78
6,350,135741,29,1,3.06,2.14
6,350,135741,67,4,696.16,619.56
6,350,135741,32,3,4.71,4.47
6,350,135741,16,2,121.66,102.18
6,350,135741,58,5,373.7,295.2
6,350,135741,35,1,135.86,111.4
6,350,135741,10,2,105.54,74.92
6,350,135741,11,3,29.07,21.51
6,350,135741,34,4,125.84,93.12
6,350,135741,54,1,40.15,31.71
6,350,135741,45,1,6.84,4.99
6,350,135741,19,1,79.85,57.49
6,350,135741,3,1,21.55,15.94
6,350,135741,24,1,18.63,17.88
6,350,135741,12,3,5.25,4.44
6,153,135963,49,4,30.4,23.08
6,223,136347,43,5,26.75,24.3
6,223,136347,74,3,10.08,9.36
6,223,136347,10,2,105.54,74.92
6,57,136389,20,1,50.09,37.56
6,57,136389,49,2,15.2,11.54
6,57,136389,18,2,5.88,5.34
6,57,136389,28,1,13.36,9.88
6,57,136389,34,2,62.92,46.56
6,57,136389,50,1,210.4,164.11
6,57,136389,31,3,10.11,8.07
6,57,136389,76,1,55.8,40.17
6,57,136389,9,4,4.76,4.16
6,57,136389,25,1,130.6,105.78
6,57,136389,1,1,98.5,96.53
6,57,136389,71,1,15.06,11.14
6,57,136389,32,1,1.57,1.49
6,57,136389,19,1,79.85,57.49
6,362,136766,22,1,3.57,3.28
6,362,136766,69,2,9.22,7.82
6,91,137300,21,1,13.13,12.73
6,91,137300,26,1,68.86,62.66
6,91,137300,57,2,21.3,18.94
6,91,137300,32,1,1.57,1.49
6,91,137300,18,1,2.94,2.67
6,91,137300,79,1,242.9,191.89
6,91,137300,77,1,18.35,16.33
6,91,137300,81,2,21.92,19.5
6,91,137300,58,4,298.96,236.16
6,91,137300,37,2,10.82,8.86
6,91,137300,46,3,3.24,3
6,91,137300,38,1,1.26,1.05
6,91,137300,17,4,127.84,109.92
6,91,137300,7,2,73.28,60.82
6,91,137300,82,1,10.96,9.75
6,91,137300,8,1,198.43,164.69
7,334,137658,8,2,396.86,329.38
7,334,137658,11,1,9.69,7.17
7,334,137658,80,2,281.06,258.56
8,283,138279,9,1,1.19,1.04
8,283,138279,57,1,10.65,9.47
8,283,138279,24,3,55.89,53.64
8,283,138279,65,2,9.14,7.12
8,283,138279,71,1,15.06,11.14
8,283,138279,25,2,261.2,211.56
8,283,138279,5,2,359.04,308.76
8,283,138279,36,1,42.7,32.45
8,283,138279,37,5,27.05,22.15
8,283,138279,76,1,55.8,40.17
8,204,138936,19,3,239.55,172.47
8,181,139490,42,1,37.01,25.9
8,181,139490,81,3,32.88,29.25
8,181,139490,64,1,184.08,139.9
8,181,139490,31,1,3.37,2.69
8,306,139869,31,2,6.74,5.38
8,306,139869,14,1,245.41,220.86
8,306,139869,27,1,31.81,26.08
8,306,139869,22,2,7.14,6.56
8,306,139869,61,3,3.27,2.49
8,306,139869,24,1,18.63,17.88
8,306,139869,53,2,97.92,94.98
8,306,139869,32,2,3.14,2.98
8,306,139869,55,1,4.18,3.97
8,306,139869,16,3,182.49,153.27
8,48,140763,36,2,85.4,64.9
8,48,140763,58,3,224.22,177.12
9,385,141739,27,1,31.81,26.08
9,385,141739,12,2,3.5,2.96
9,385,141739,18,1,2.94,2.67
9,385,141739,59,1,76.45,72.62
9,385,141739,44,1,18.91,15.12
9,385,141739,74,2,6.72,6.24
9,385,141739,56,3,3.3,2.79
9,385,141739,76,1,55.8,40.17
9,385,141739,79,2,485.8,383.78
9,385,141739,4,1,2.4,1.82
9,385,141739,1,1,98.5,96.53
9,385,141739,69,4,18.44,15.64
9,385,141739,58,1,74.74,59.04
9,385,141739,64,1,184.08,139.9
9,385,141739,17,1,31.96,27.48
9,385,141739,21,1,13.13,12.73
9,385,141739,2,2,142.32,128.08
9,385,141739,19,5,399.25,287.45
9,385,141739,13,1,49.11,41.74
9,385,141739,61,1,1.09,0.83
9,385,141739,6,3,150.96,140.37
9,385,141739,10,2,105.54,74.92
9,385,141739,14,1,245.41,220.86
9,385,141739,43,3,16.05,14.58
9,385,141739,80,1,140.53,129.28
9,385,141739,53,1,48.96,47.49
9,385,141739,25,2,261.2,211.56
9,385,141739,36,2,85.4,64.9
9,385,141739,66,3,238.32,228.78
9,385,141739,24,1,18.63,17.88
9,385,141739,62,2,7.98,7.42
9,385,141739,46,1,1.08,1
9,385,141739,73,2,229.74,199.86
9,385,141739,50,3,631.2,492.33
9,110,141781,30,3,320.97,227.88
9,110,141781,35,1,135.86,111.4
9,110,141781,56,2,2.2,1.86
9,110,141781,25,3,391.8,317.34
9,110,141781,81,1,10.96,9.75
9,110,141781,12,3,5.25,4.44
9,110,141781,57,1,10.65,9.47
9,110,141781,6,1,50.32,46.79
9,110,141781,20,3,150.27,112.68
9,110,141781,45,5,34.2,24.95
9,110,141781,59,2,152.9,145.24
9,110,141781,36,1,42.7,32.45
9,110,141781,21,1,13.13,12.73
9,110,141781,80,1,140.53,129.28
9,110,141781,75,1,248.18,230.8
9,110,141781,38,1,1.26,1.05
9,110,141781,18,3,8.82,8.01
9,382,142287,29,1,3.06,2.14
9,382,142287,21,1,13.13,12.73
9,382,142287,80,3,421.59,387.84
9,382,142287,32,1,1.57,1.49
10,366,142612,25,2,261.2,211.56
10,366,142612,40,1,31.81,24.17
10,366,142612,22,1,3.57,3.28
10,366,142612,55,1,4.18,3.97
10,366,142612,31,1,3.37,2.69
10,366,142612,35,2,271.72,222.8
11,318,143133,70,5,11.95,10.75
11,318,143133,19,1,79.85,57.49
11,318,143133,65,1,4.57,3.56
11,318,143133,78,2,438.9,324.78
11,318,143133,38,1,1.26,1.05
11,318,143133,56,2,2.2,1.86
11,318,143133,32,3,4.71,4.47
11,318,143133,45,3,20.52,14.97
11,318,143133,49,4,30.4,23.08
11,318,143133,51,4,6.36,5.96
11,318,143133,26,1,68.86,62.66
11,197,143775,13,4,196.44,166.96
11,197,143775,59,3,229.35,217.86
11,197,143775,35,4,543.44,445.6
11,197,143775,60,1,73.1,70.17
11,197,143775,42,3,111.03,77.7
11,197,143775,65,1,4.57,3.56
11,197,143775,58,4,298.96,236.16
11,197,143775,80,1,140.53,129.28
11,197,143775,18,1,2.94,2.67
11,197,143775,36,2,85.4,64.9
11,197,143775,21,2,26.26,25.46
11,197,143775,78,4,877.8,649.56
11,197,143775,28,3,40.08,29.64
11,197,143775,56,1,1.1,0.93
11,197,143775,66,1,79.44,76.26
11,197,143775,39,3,6,5.82
11,197,143775,70,2,4.78,4.3
11,197,143775,74,2,6.72,6.24
11,197,143775,82,2,21.92,19.5
11,197,143775,11,3,29.07,21.51
11,197,143775,10,2,105.54,74.92
11,197,143775,61,1,1.09,0.83
11,113,144545,23,3,527.76,501.36
11,113,144545,71,1,15.06,11.14
11,113,144545,33,2,8.22,6.48
11,113,144545,63,1,17.36,15.62
11,113,144545,3,2,43.1,31.88
11,113,144545,69,5,23.05,19.55
11,338,145234,67,2,348.08,309.78
11,25,145424,47,3,63.66,51.54
11,25,145424,40,2,63.62,48.34
11,25,145424,65,1,4.57,3.56
11,25,145424,59,1,76.45,72.62
11,25,145424,1,2,197,193.06
11,48,146015,17,2,63.92,54.96
11,48,146015,42,2,74.02,51.8
11,48,146015,30,3,320.97,227.88
11,48,146015,34,1,31.46,23.28
11,48,146015,67,1,174.04,154.89
11,48,146015,73,1,114.87,99.93
11,48,146015,74,1,3.36,3.12
11,48,146015,53,1,48.96,47.49
11,240,146736,28,1,13.36,9.88
12,389,146934,69,2,9.22,7.82
12,389,146934,40,1,31.81,24.17
12,389,146934,64,1,184.08,139.9
12,389,146934,65,3,13.71,10.68
12,389,146934,61,5,5.45,4.15
12,389,146934,74,1,3.36,3.12
12,389,146934,53,3,146.88,142.47
12,389,146934,41,5,59.4,46.3
12,389,146934,60,1,73.1,70.17
12,389,146934,5,1,179.52,154.38
12,389,146934,24,1,18.63,17.88
12,389,146934,9,1,1.19,1.04
12,389,146934,25,2,261.2,211.56
12,389,146934,76,2,111.6,80.34
12,389,146934,27,3,95.43,78.24
12,389,146934,14,3,736.23,662.58
12,389,146934,26,3,206.58,187.98
12,389,146934,51,1,1.59,1.49
12,389,146934,11,1,9.69,7.17
12,389,146934,15,5,116.85,114.5
13,136,147607,58,3,224.22,177.12
13,136,147607,5,2,359.04,308.76
13,136,147607,33,3,12.33,9.72
13,136,147607,75,2,496.36,461.6
13,136,147607,48,4,5.04,4.48
13,136,147607,64,2,368.16,279.8
13,136,147607,22,1,3.57,3.28
13,136,147607,62,2,7.98,7.42
13,48,148340,80,1,140.53,129.28
13,48,148340,62,4,15.96,14.84
13,48,148340,13,1,49.11,41.74
13,48,148340,30,2,213.98,151.92
13,48,148340,35,2,271.72,222.8
13,48,148340,23,2,351.84,334.24
13,48,148340,71,1,15.06,11.14
13,48,148340,21,4,52.52,50.92
13,48,148340,41,1,11.88,9.26
13,48,148340,58,4,298.96,236.16
13,48,148340,64,1,184.08,139.9
13,48,148340,5,2,359.04,308.76
13,48,148340,27,1,31.81,26.08
13,302,149251,47,2,42.44,34.36
13,302,149251,29,1,3.06,2.14
13,302,149251,35,1,135.86,111.4
13,302,149251,48,2,2.52,2.24
13,302,149251,57,3,31.95,28.41
13,302,149251,32,1,1.57,1.49
13,302,149251,71,2,30.12,22.28
13,302,149251,59,2,152.9,145.24
13,302,149251,76,1,55.8,40.17
13,302,149251,1,4,394,386.12
13,302,149251,14,4,981.64,883.44
13,174,149691,34,2,62.92,46.56
13,258,149710,6,4,201.28,187.16
13,258,149710,4,2,4.8,3.64
13,258,149710,75,1,248.18,230.8
13,258,149710,45,4,27.36,19.96
13,258,149710,2,3,213.48,192.12
13,258,149710,38,2,2.52,2.1
13,258,149710,57,2,21.3,18.94
13,152,149901,63,2,34.72,31.24
13,152,149901,68,1,96.7,81.22
13,152,149901,8,1,198.43,164.69
14,130,150665,11,3,29.07,21.51
14,130,150665,1,3,295.5,289.59
14,130,150665,49,3,22.8,17.31
14,130,150665,56,4,4.4,3.72
14,130,150665,47,1,21.22,17.18
14,363,150908,74,1,3.36,3.12
14,363,150908,80,1,140.53,129.28
14,363,150908,47,1,21.22,17.18
14,363,150908,81,2,21.92,19.5
14,363,150908,71,2,30.12,22.28
14,363,150908,5,1,179.52,154.38
14,363,150908,39,1,2,1.94
14,363,150908,59,1,76.45,72.62
14,363,150908,33,1,4.11,3.24
14,363,150908,68,1,96.7,81.22
14,162,150944,58,3,224.22,177.12
14,162,150944,50,2,420.8,328.22
14,162,150944,42,1,37.01,25.9
14,162,150944,54,5,200.75,158.55
14,162,150944,29,5,15.3,10.7
14,162,150944,13,1,49.11,41.74
14,102,151191,59,1,76.45,72.62
14,102,151191,11,2,19.38,14.34
14,102,151191,66,2,158.88,152.52
15,98,151356,13,1,49.11,41.74
16,343,152122,65,3,13.71,10.68
16,343,152122,69,2,9.22,7.82
16,343,152122,29,2,6.12,4.28
16,343,152122,54,1,40.15,31.71
16,343,152122,82,1,10.96,9.75
16,343,152122,62,3,11.97,11.13
16,343,152122,24,1,18.63,17.88
16,343,152122,43,5,26.75,24.3
16,343,152122,6,2,100.64,93.58
16,343,152122,59,3,229.35,217.86
16,343,152122,56,3,3.3,2.79
16,343,152122,45,3,20.52,14.97
16,343,152122,38,2,2.52,2.1
16,343,152122,20,1,50.09,37.56
16,343,152122,68,2,193.4,162.44
16,343,152122,49,1,7.6,5.77
17,281,152481,73,3,344.61,299.79
17,281,152481,31,4,13.48,10.76
17,83,153083,74,5,16.8,15.6
17,83,153083,8,1,198.43,164.69
18,371,153443,7,1,36.64,30.41
18,371,153443,41,5,59.4,46.3
18,371,153443,75,1,248.18,230.8
18,371,153443,48,1,1.26,1.12
18,371,153443,54,4,160.6,126.84
18,371,153443,76,1,55.8,40.17
18,371,153443,3,1,21.55,15.94
18,371,153443,39,1,2,1.94
18,371,153443,31,2,6.74,5.38
19,91,153706,63,2,34.72,31.24
19,50,153734,37,1,5.41,4.43
19,50,153734,77,1,18.35,16.33
19,50,153734,63,1,17.36,15.62
19,50,153734,9,1,1.19,1.04
19,50,153734,61,3,3.27,2.49
19,50,153734,4,1,2.4,1.82
19,50,153734,30,2,213.98,151.92
19,50,153734,34,4,125.84,93.12
19,50,153734,59,1,76.45,72.62
19,50,153734,10,4,211.08,149.84
19,345,154678,60,3,219.3,210.51
19,345,154678,8,3,595.29,494.07
19,345,154678,70,2,4.78,4.3
19,345,154678,30,1,106.99,75.96
19,345,154678,15,3,70.11,68.7
19,345,154678,13,4,196.44,166.96
19,345,154678,78,2,438.9,324.78
19,345,154678,40,4,127.24,96.68
19,345,154678,66,2,158.88,152.52
19,345,154678,46,1,1.08,1
19,35,155256,20,2,100.18,75.12
19,35,155256,9,1,1.19,1.04
19,35,155256,68,1,96.7,81.22
19,35,155256,12,5,8.75,7.4
19,354,156116,47,2,42.44,34.36
19,354,156116,31,1,3.37,2.69
19,354,156116,36,4,170.8,129.8
19,354,156116,8,1,198.43,164.69
19,354,156116,44,2,37.82,30.24
19,354,156116,57,1,10.65,9.47
19,354,156116,77,4,73.4,65.32
19,354,156116,64,1,184.08,139.9
19,354,156116,13,1,49.11,41.74
19,354,156116,16,1,60.83,51.09
19,354,156116,14,1,245.41,220.86
19,354,156116,55,3,12.54,11.91
19,354,156116,63,2,34.72,31.24
19,171,156369,76,1,55.8,40.17
19,171,156369,73,1,114.87,99.93
19,171,156369,48,1,1.26,1.12
19,171,156369,66,5,397.2,381.3
19,171,156369,71,1,15.06,11.14
19,171,156369,78,5,1097.25,811.95
19,171,156369,50,4,841.6,656.44
19,155,156747,75,1,248.18,230.8
19,155,156747,64,4,736.32,559.6
19,155,156747,77,5,91.75,81.65
19,155,156747,76,2,111.6,80.34
19,155,156747,63,4,69.44,62.48
19,155,156747,30,1,106.99,75.96
19,155,156747,58,1,74.74,59.04
19,155,156747,52,2,33.18,29.18
19,155,156747,10,1,52.77,37.46
19,155,156747,65,3,13.71,10.68
19,155,156747,67,1,174.04,154.89
19,155,156747,60,2,146.2,140.34
20,149,156918,47,3,63.66,51.54
20,149,156918,74,2,6.72,6.24
20,149,156918,4,2,4.8,3.64
20,149,156918,15,1,23.37,22.9
20,149,156918,63,2,34.72,31.24
20,149,156918,81,1,10.96,9.75
20,149,156918,80,2,281.06,258.56
20,357,157576,52,1,16.59,14.59
20,357,157576,72,2,86.56,81.36
20,357,157576,32,3,4.71,4.47
20,357,157576,27,3,95.43,78.24
20,357,157576,61,3,3.27,2.49
20,357,157576,15,2,46.74,45.8
20,357,157576,36,1,42.7,32.45
20,357,157576,30,2,213.98,151.92
20,357,157576,2,2,142.32,128.08
20,357,157576,19,4,319.4,229.96
20,357,157576,6,4,201.28,187.16
20,357,157576,70,3,7.17,6.45
20,357,157576,39,2,4,3.88
20,357,157576,42,1,37.01,25.9
20,357,157576,58,1,74.74,59.04
20,357,157576,50,3,631.2,492.33
20,357,157576,62,2,7.98,7.42
20,357,157576,47,1,21.22,17.18
20,357,157576,44,1,18.91,15.12
20,357,157576,57,4,42.6,37.88
20,357,157576,33,2,8.22,6.48
20,357,157576,16,1,60.83,51.09
20,357,157576,76,1,55.8,40.17
20,357,157576,43,5,26.75,24.3
20,357,157576,25,2,261.2,211.56
20,213,157999,41,4,47.52,37.04
20,213,157999,66,1,79.44,76.26
20,213,157999,39,1,2,1.94
20,213,157999,8,1,198.43,164.69
20,213,157999,19,3,239.55,172.47
20,213,157999,44,3,56.73,45.36
20,213,157999,3,1,21.55,15.94
20,213,157999,21,1,13.13,12.73
20,213,157999,69,1,4.61,3.91
20,213,157999,55,1,4.18,3.97
20,213,157999,34,3,94.38,69.84
20,176,158515,38,1,1.26,1.05
20,176,158515,44,1,18.91,15.12
20,176,158515,55,2,8.36,7.94
20,118,159340,74,1,3.36,3.12
21,107,160130,59,1,76.45,72.62
21,107,160130,38,2,2.52,2.1
21,107,160130,15,1,23.37,22.9
21,107,160130,12,5,8.75,7.4
21,107,160130,24,3,55.89,53.64
21,107,160130,29,1,3.06,2.14
21,107,160130,52,2,33.18,29.18
21,107,160130,60,3,219.3,210.51
21,107,160130,32,4,6.28,5.96
21,107,160130,45,3,20.52,14.97
21,107,160130,50,5,1052,820.55
21,107,160130,1,4,394,386.12
21,118,160393,81,3,32.88,29.25
21,118,160393,61,1,1.09,0.83
21,118,160393,36,4,170.8,129.8
21,217,160877,41,1,11.88,9.26
21,217,160877,1,1,98.5,96.53
21,217,160877,22,3,10.71,9.84
21,217,160877,53,2,97.92,94.98
21,217,160877,24,2,37.26,35.76
21,217,160877,5,1,179.52,154.38
21,217,160877,23,3,527.76,501.36
21,217,160877,32,4,6.28,5.96
21,217,160877,51,1,1.59,1.49
21,217,160877,77,4,73.4,65.32
21,217,160877,55,1,4.18,3.97
21,217,160877,35,1,135.86,111.4
21,217,160877,59,5,382.25,363.1
21,217,160877,13,1,49.11,41.74
21,217,160877,40,3,95.43,72.51
21,217,160877,16,1,60.83,51.09
21,217,160877,18,4,11.76,10.68
21,217,160877,62,4,15.96,14.84
21,217,160877,64,2,368.16,279.8
21,217,160877,19,1,79.85,57.49
21,217,160877,10,1,52.77,37.46
21,217,160877,63,1,17.36,15.62
21,217,160877,75,3,744.54,692.4
21,217,160877,71,1,15.06,11.14
21,217,160877,49,2,15.2,11.54
21,217,160877,6,3,150.96,140.37
21,217,160877,37,1,5.41,4.43
21,217,160877,28,4,53.44,39.52
21,217,160877,73,1,114.87,99.93
21,266,161216,40,1,31.81,24.17
